File,Location_Thresh,Use_Window,Window_Weight,Window_Size,Start_Frame,Frame,X,Y,Distance_px,Distance_cm,Time in Seconds
WIN_20230601_5508_LT_Imaging_T1.mp4,98,FALSE,0.8,200,270,137,1477.869187,84.92128058,6.498001276,0.44673527,9.6370287
WIN_20230601_5508_LT_Imaging_T1.mp4,98,FALSE,0.8,200,270,138,1472.675166,90.8056376,7.848790538,0.53960155,9.707371975
WIN_20230601_5508_LT_Imaging_T1.mp4,98,FALSE,0.8,200,270,139,1466.140893,97.5097319,9.361709122,0.643614163,9.77771525
WIN_20230601_5508_LT_Imaging_T1.mp4,98,FALSE,0.8,200,270,140,1458.557388,101.0131233,8.353639938,0.574309766,9.848058526
WIN_20230601_5508_LT_Imaging_T1.mp4,98,FALSE,0.8,200,270,141,1446.87285,105.2561821,12.43108947,0.854632967,9.918401801
WIN_20230601_5508_LT_Imaging_T1.mp4,98,FALSE,0.8,200,270,142,1436.682709,110.8495823,11.62433215,0.79916869,9.988745076
WIN_20230601_5508_LT_Imaging_T1.mp4,98,FALSE,0.8,200,270,143,1420.575257,117.4714989,17.41550478,1.197309743,10.05908835
WIN_20230601_5508_LT_Imaging_T1.mp4,98,FALSE,0.8,200,270,144,1407.530209,122.1141257,13.84656073,0.951946112,10.12943163
WIN_20230601_5508_LT_Imaging_T1.mp4,98,FALSE,0.8,200,270,145,1401.183796,121.2189431,6.409236436,0.440632719,10.1997749
WIN_20230601_5508_LT_Imaging_T1.mp4,98,FALSE,0.8,200,270,146,1394.934972,120.6797385,6.27204473,0.431200838,10.27011818
WIN_20230601_5508_LT_Imaging_T1.mp4,98,FALSE,0.8,200,270,147,1386.773588,120.7472515,8.16166326,0.561111438,10.34046145
WIN_20230601_5508_LT_Imaging_T1.mp4,98,FALSE,0.8,200,270,148,1374.297614,119.9521188,12.50128595,0.859458951,10.41080473
WIN_20230601_5508_LT_Imaging_T1.mp4,98,FALSE,0.8,200,270,149,1350.329351,117.5521337,24.08812111,1.656049735,10.481148
WIN_20230601_5508_LT_Imaging_T1.mp4,98,FALSE,0.8,200,270,150,1326.693613,110.9645958,24.53658038,1.686881151,10.55149128
WIN_20230601_5508_LT_Imaging_T1.mp4,98,FALSE,0.8,200,270,151,1307.304368,107.9851546,19.61682633,1.348649814,10.62183455
WIN_20230601_5508_LT_Imaging_T1.mp4,98,FALSE,0.8,200,270,152,1279.485905,105.756969,27.90755651,1.918634557,10.69217783
WIN_20230601_5508_LT_Imaging_T1.mp4,98,FALSE,0.8,200,270,153,1253.00742,99.31655186,27.25048893,1.873461396,10.7625211
WIN_20230601_5508_LT_Imaging_T1.mp4,98,FALSE,0.8,200,270,154,1234.224687,98.25475539,18.8127212,1.293367873,10.83286438
WIN_20230601_5508_LT_Imaging_T1.mp4,98,FALSE,0.8,200,270,155,1215.943553,97.03808149,18.32157597,1.259601814,10.90320765
WIN_20230601_5508_LT_Imaging_T1.mp4,98,FALSE,0.8,200,270,156,1197.82348,92.19104499,18.75715327,1.289547598,10.97355093
WIN_20230601_5508_LT_Imaging_T1.mp4,98,FALSE,0.8,200,270,157,1192.748448,89.80484813,5.608020255,0.385549392,11.0438942
WIN_20230601_5508_LT_Imaging_T1.mp4,98,FALSE,0.8,200,270,158,1189.042454,90.65556881,3.802382725,0.261412456,11.11423748
WIN_20230601_5508_LT_Imaging_T1.mp4,98,FALSE,0.8,200,270,159,1191.704686,88.74418307,3.277327238,0.225315079,11.18458075
WIN_20230601_5508_LT_Imaging_T1.mp4,98,FALSE,0.8,200,270,160,1190.459207,87.59268753,1.696218746,0.116614434,11.25492403
WIN_20230601_5508_LT_Imaging_T1.mp4,98,FALSE,0.8,200,270,161,1183.282443,84.10447093,7.979573886,0.548592859,11.3252673
WIN_20230601_5508_LT_Imaging_T1.mp4,98,FALSE,0.8,200,270,162,1175.555465,78.52114694,9.533084614,0.655396167,11.39561058
WIN_20230601_5508_LT_Imaging_T1.mp4,98,FALSE,0.8,200,270,163,1172.016099,76.93640785,3.877951739,0.266607799,11.46595385
WIN_20230601_5508_LT_Imaging_T1.mp4,98,FALSE,0.8,200,270,164,1166.074484,76.11460093,5.99817948,0.4123727,11.53629713
WIN_20230601_5508_LT_Imaging_T1.mp4,98,FALSE,0.8,200,270,165,1159.348656,73.88909986,7.084463004,0.487054305,11.60664041
WIN_20230601_5508_LT_Imaging_T1.mp4,98,FALSE,0.8,200,270,166,1155.615699,72.22291798,4.087924304,0.281043338,11.67698368
WIN_20230601_5508_LT_Imaging_T1.mp4,98,FALSE,0.8,200,270,167,1156.833594,70.98623794,1.735697471,0.119328582,11.74732696
WIN_20230601_5508_LT_Imaging_T1.mp4,98,FALSE,0.8,200,270,168,1153.190208,70.95536324,3.6435172,0.250490508,11.81767023
WIN_20230601_5508_LT_Imaging_T1.mp4,98,FALSE,0.8,200,270,169,1152.675596,74.11845471,3.204679931,0.220320602,11.88801351
WIN_20230601_5508_LT_Imaging_T1.mp4,98,FALSE,0.8,200,270,170,1150.34376,74.3859377,2.34712667,0.161364122,11.95835678
WIN_20230601_5508_LT_Imaging_T1.mp4,98,FALSE,0.8,200,270,171,1152.256564,77.53634938,3.685635916,0.253386155,12.02870006
WIN_20230601_5508_LT_Imaging_T1.mp4,98,FALSE,0.8,200,270,172,1157.890491,84.45581582,8.923012193,0.613453906,12.09904333
WIN_20230601_5508_LT_Imaging_T1.mp4,98,FALSE,0.8,200,270,173,1154.014786,87.00157032,4.637019774,0.318793456,12.16938661
WIN_20230601_5508_LT_Imaging_T1.mp4,98,FALSE,0.8,200,270,174,1140.303175,85.1858237,13.83131258,0.950897807,12.23972988
WIN_20230601_5508_LT_Imaging_T1.mp4,98,FALSE,0.8,200,270,175,1127.683749,86.22521916,12.66215937,0.870518941,12.31007316
WIN_20230601_5508_LT_Imaging_T1.mp4,98,FALSE,0.8,200,270,176,1113.995605,90.17880904,14.24767189,0.979522361,12.38041643
WIN_20230601_5508_LT_Imaging_T1.mp4,98,FALSE,0.8,200,270,177,1079.407502,92.18840656,34.6464329,2.381929905,12.45075971
WIN_20230601_5508_LT_Imaging_T1.mp4,98,FALSE,0.8,200,270,178,1059.272697,97.46550326,20.81485351,1.431013756,12.52110298
WIN_20230601_5508_LT_Imaging_T1.mp4,98,FALSE,0.8,200,270,179,1031.236728,102.6359939,28.50876217,1.959967232,12.59144626
WIN_20230601_5508_LT_Imaging_T1.mp4,98,FALSE,0.8,200,270,180,1006.60032,103.7762095,24.66277942,1.69555729,12.66178953
WIN_20230601_5508_LT_Imaging_T1.mp4,98,FALSE,0.8,200,270,181,981.6807276,107.3421927,25.17344514,1.730665376,12.73213281
WIN_20230601_5508_LT_Imaging_T1.mp4,98,FALSE,0.8,200,270,182,951.9172655,109.6810403,29.85521537,2.052535409,12.80247608
WIN_20230601_5508_LT_Imaging_T1.mp4,98,FALSE,0.8,200,270,183,925.3558152,109.2696381,26.5646361,1.826309258,12.87281936
WIN_20230601_5508_LT_Imaging_T1.mp4,98,FALSE,0.8,200,270,184,906.131859,111.8145654,19.39167726,1.333170896,12.94316263
WIN_20230601_5508_LT_Imaging_T1.mp4,98,FALSE,0.8,200,270,185,888.5771913,112.2335295,17.55966654,1.207220812,13.01350591
WIN_20230601_5508_LT_Imaging_T1.mp4,98,FALSE,0.8,200,270,186,868.3296824,112.8398524,20.25658523,1.39263301,13.08384918
