File,Location_Thresh,Use_Window,Window_Weight,Window_Size,Start_Frame,Frame,X,Y,Distance_px,Distance_cm,Time in Seconds
WIN_20230601_5507_LT_Imaging_T1.mp4,98,FALSE,0.8,200,470,0,148.7957377,127.0288348,0,0,0
WIN_20230601_5507_LT_Imaging_T1.mp4,98,FALSE,0.8,200,470,1,141.2779134,124.5028478,7.930844383,0.544973337,0.070150824
WIN_20230601_5507_LT_Imaging_T1.mp4,98,FALSE,0.8,200,470,2,139.3999956,123.2547957,2.254819105,0.15494142,0.140301649
WIN_20230601_5507_LT_Imaging_T1.mp4,98,FALSE,0.8,200,470,3,138.2467491,122.7604342,1.25473942,0.086220268,0.210452473
WIN_20230601_5507_LT_Imaging_T1.mp4,98,FALSE,0.8,200,470,4,136.0097341,120.5984063,3.111044899,0.213777555,0.280603297
WIN_20230601_5507_LT_Imaging_T1.mp4,98,FALSE,0.8,200,470,5,127.5857454,120.9478816,8.431234776,0.579358002,0.350754121
WIN_20230601_5507_LT_Imaging_T1.mp4,98,FALSE,0.8,200,470,6,124.7563258,121.3647054,2.859957492,0.196523914,0.420904946
WIN_20230601_5507_LT_Imaging_T1.mp4,98,FALSE,0.8,200,470,7,121.528309,121.079331,3.2406066,0.222680475,0.49105577
WIN_20230601_5507_LT_Imaging_T1.mp4,98,FALSE,0.8,200,470,8,118.7475384,120.9660865,2.783075513,0.191240917,0.561206594
WIN_20230601_5507_LT_Imaging_T1.mp4,98,FALSE,0.8,200,470,9,117.30722,121.0635229,1.443610457,0.099198669,0.631357418
WIN_20230601_5507_LT_Imaging_T1.mp4,98,FALSE,0.8,200,470,10,116.9024809,120.5243449,0.674185928,0.046327142,0.701508243
WIN_20230601_5507_LT_Imaging_T1.mp4,98,FALSE,0.8,200,470,11,114.9359203,120.3260332,1.976534354,0.135818895,0.771659067
WIN_20230601_5507_LT_Imaging_T1.mp4,98,FALSE,0.8,200,470,12,112.8744841,121.091511,2.198971446,0.151103811,0.841809891
WIN_20230601_5507_LT_Imaging_T1.mp4,98,FALSE,0.8,200,470,13,112.3965049,120.766836,0.577821769,0.039705414,0.911960716
WIN_20230601_5507_LT_Imaging_T1.mp4,98,FALSE,0.8,200,470,14,109.0710567,118.9522444,3.788317343,0.260316789,0.98211154
WIN_20230601_5507_LT_Imaging_T1.mp4,98,FALSE,0.8,200,470,15,111.1718356,119.0443726,2.102798047,0.14449519,1.052262364
WIN_20230601_5507_LT_Imaging_T1.mp4,98,FALSE,0.8,200,470,16,111.7756301,120.0585765,1.180329328,0.081107128,1.122413188
WIN_20230601_5507_LT_Imaging_T1.mp4,98,FALSE,0.8,200,470,17,111.9746578,121.1371701,1.09680275,0.075367543,1.192564013
WIN_20230601_5507_LT_Imaging_T1.mp4,98,FALSE,0.8,200,470,18,115.11913,122.138098,3.299933584,0.226757169,1.262714837
WIN_20230601_5507_LT_Imaging_T1.mp4,98,FALSE,0.8,200,470,19,139.7593124,119.3987239,24.79198988,1.703598357,1.332865661
WIN_20230601_5507_LT_Imaging_T1.mp4,98,FALSE,0.8,200,470,20,147.9943889,116.6124281,8.693671791,0.597391539,1.403016485
WIN_20230601_5507_LT_Imaging_T1.mp4,98,FALSE,0.8,200,470,21,155.2806938,115.1494096,7.431733424,0.51067659,1.47316731
WIN_20230601_5507_LT_Imaging_T1.mp4,98,FALSE,0.8,200,470,22,157.9384348,113.6243331,3.064220249,0.210559967,1.543318134
WIN_20230601_5507_LT_Imaging_T1.mp4,98,FALSE,0.8,200,470,23,158.6732657,111.8796345,1.89313222,0.130087861,1.613468958
WIN_20230601_5507_LT_Imaging_T1.mp4,98,FALSE,0.8,200,470,24,154.9955047,114.8608451,4.734294303,0.325320236,1.683619783
WIN_20230601_5507_LT_Imaging_T1.mp4,98,FALSE,0.8,200,470,25,145.1199403,119.9677437,11.1178769,0.763972433,1.753770607
WIN_20230601_5507_LT_Imaging_T1.mp4,98,FALSE,0.8,200,470,26,147.4047904,120.6362091,2.380627272,0.163586414,1.823921431
WIN_20230601_5507_LT_Imaging_T1.mp4,98,FALSE,0.8,200,470,27,148.5123832,123.3631444,2.943286918,0.202249952,1.894072255
WIN_20230601_5507_LT_Imaging_T1.mp4,98,FALSE,0.8,200,470,28,154.4035676,117.7606026,8.129854148,0.558648428,1.96422308
WIN_20230601_5507_LT_Imaging_T1.mp4,98,FALSE,0.8,200,470,29,161.5974773,113.5932743,8.313781473,0.571287118,2.034373904
WIN_20230601_5507_LT_Imaging_T1.mp4,98,FALSE,0.8,200,470,30,168.2239479,113.0145764,6.651691785,0.457075501,2.104524728
WIN_20230601_5507_LT_Imaging_T1.mp4,98,FALSE,0.8,200,470,31,170.2649322,117.7976853,5.200360371,0.357346281,2.174675552
