File,Location_Thresh,Use_Window,Window_Weight,Window_Size,Start_Frame,Frame,X,Y,Distance_px,Distance_cm
6028_LT_Imaging-D1_20231114.mp4,99.0,False,0.8,200.0,282.0,0,1490.1022521996551,117.50305536285438,0.0,0.0
6028_LT_Imaging-D1_20231114.mp4,99.0,False,0.8,200.0,282.0,1,1489.319441863797,118.01248933850607,0.9339780497820086,0.06421599977049519
6028_LT_Imaging-D1_20231114.mp4,99.0,False,0.8,200.0,282.0,2,1488.2839601178478,123.60771737987594,5.69023719023432,0.3912343231058117
6028_LT_Imaging-D1_20231114.mp4,99.0,False,0.8,200.0,282.0,3,1487.160746608888,123.9232130363148,1.1666816600689793,0.08021562094817629
6028_LT_Imaging-D1_20231114.mp4,99.0,False,0.8,200.0,282.0,4,1486.8845248609227,123.95116360590362,0.2776322898896402,0.019088708849203002
6028_LT_Imaging-D1_20231114.mp4,99.0,False,0.8,200.0,282.0,5,1484.746279027497,123.23671344197722,2.2544476664800297,0.15500536748916618
6028_LT_Imaging-D1_20231114.mp4,99.0,False,0.8,200.0,282.0,6,1483.1153780682134,120.60428024947632,3.0966986375771755,0.21291463867524746
6028_LT_Imaging-D1_20231114.mp4,99.0,False,0.8,200.0,282.0,7,1477.9644057228397,114.13929830435278,8.266105954654707,0.5683391148334681
6028_LT_Imaging-D1_20231114.mp4,99.0,False,0.8,200.0,282.0,8,1473.0742047351116,113.04595696625059,5.010934142650469,0.3445285955376717
6028_LT_Imaging-D1_20231114.mp4,99.0,False,0.8,200.0,282.0,9,1470.3198337252738,111.01771775682322,3.420572167122525,0.23518268073877122
6028_LT_Imaging-D1_20231114.mp4,99.0,False,0.8,200.0,282.0,10,1464.9806872658837,107.6420883878346,6.316752215466151,0.4343105910393989
6028_LT_Imaging-D1_20231114.mp4,99.0,False,0.8,200.0,282.0,11,1457.8287149130006,103.00945656188443,8.521266699922691,0.5858827844768741
6028_LT_Imaging-D1_20231114.mp4,99.0,False,0.8,200.0,282.0,12,1447.0026467653056,99.7867682153349,11.295550970073206,0.776629706309625
6028_LT_Imaging-D1_20231114.mp4,99.0,False,0.8,200.0,282.0,13,1431.2460942886207,92.63991747599337,17.301630600638507,1.1895798910253974
6028_LT_Imaging-D1_20231114.mp4,99.0,False,0.8,200.0,282.0,14,1412.2329791588045,82.99961995779671,21.317454894498923,1.4656893477659265
6028_LT_Imaging-D1_20231114.mp4,99.0,False,0.8,200.0,282.0,15,1385.2894009769616,74.56033187234588,28.234340591384683,1.9412623341197581
6028_LT_Imaging-D1_20231114.mp4,99.0,False,0.8,200.0,282.0,16,1359.1677366996291,66.11375145218759,27.453343428658524,1.8875645907583527
6028_LT_Imaging-D1_20231114.mp4,99.0,False,0.8,200.0,282.0,17,1334.42753523364,59.38211455255456,25.639666611058665,1.7628645829477532
6028_LT_Imaging-D1_20231114.mp4,99.0,False,0.8,200.0,282.0,18,1309.838185574756,59.188504277647176,24.590111866061267,1.690702065552825
